otsikko,teksti,tahdet,url,kieli,lemmatized_text,mallin_ennuste
Tulostin,"Vaivattomasti onnistui tulostus,saa WiFillä kännykältä suoraan",3,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=2,fi,"tulostin vaivattomasti onnistua tulostus , saada WiF kännykkä suoraan",positiivinen
Halpa ja toimiva tulostin puhelimella.,Yhteyden luomisessa HP Smart apin kanssa pitkän toimintaviiveen takia alkuun ongelmia.Yhteys saatiin lopulta luotua ja ihan käypä laite kuitenkin.2 väri/mustekasettia helppo asettaa paikoilleen.Kevyt ja kohtuullisen kokoinen siirrellä kaappiin odottamaan taas käyttöä.,4,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=2,fi,halpa ja toimia tulostin puhelin . yhteys luominen HP smart apin kanssa pitkä toiminta#viive takia alku ongelma . yhteys saada lopulta luotu ja ihan käypä laite kuitenkin .2 väri / muste#kasetti helppo asettaa paikoilleen . kevyt ja kohtuullinen kokoinen siirrellä kaappi odottaa taas käyttö .,positiivinen
Tulostin,"Homma toimii ja hinta kohdillaan,iso plussa kun värikasetit on edullisia",4,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=2,fi,"tulostin homma toimia ja hinta kohta , iso plussa kun väri#kasetti olla edullinen",positiivinen
HP DeskJet 2820e All-in-One -monitoimitulostin,Vaikuttaa olevan hyvä hinta-laatu -suhde.  Asennuksessa ei suuria ongelmia. Vasta käyttövuoden päästä kuitenkin paljon viisaampi.,4,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=2,fi,HP DeskJet 2820e All#in-One moni#toimi#tulosti vaikuttaa olla hyvä hinta#laatu suhde . asennus ei suuri ongelma . vasta käyttövuos päästä kuitenkin paljon viisas .,positiivinen
Aivan susi tulostin,"Kaksi kertaa olen saanut tulostuksen pelittämään, wifi ongelmia, vaikka netissä ei vikaa. Kuukauden tulostusmusteet mennyt tulostimen virheraporttien tulostamiseen. En jaksa vaivautua ottaa jo yhteyttä. Ei luotettava tulostin.",1,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=2,fi,"aivan susi tulostin kaksi kerta olla saada tulostus pelittämä , wifi ongelma , vaikka netti ei vika . kuukausi tulostus#muste mennä tulos#timi virhe#raportti tulostaminen . ei jaksaa vaivautu ottaa jo yhteys . ei luotettava tulostin .",negatiivinen
surkea,"sen jälkeen kun netti vaihtui ei kampetta saa enää toimimaan inhimillisillä keinoilla. Canonilla tulostin ja ohjelmat toimi aina moitteetta, hp smart sovellus on kaikkea muuta kuin smart. järkyttävän hidas. Muste kuluu nopeampaa kuin canonilla. Lisäksi tämä on bds boikottilistalla joten olisi pitänyt älytä jättää ostamatta",1,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=2,fi,"surkea se jälkeen kun netti vaihtui ei kampe saada enää toimia inhimillinen keinoilla . Canona tulostin ja ohjelma toimia aina moite , hp smart sovellus olla kaikki muu kuin smart . järkyttävä hidas . muste kulua nopeampa kuin canona . lisäksi tämä olla bds boikotti#lista joten olla pitää äly jättää ostama",positiivinen
Toimii!,Aluksi oli yhteyksissä ongelmia mutta kun niistä selvittiin toimii hyvin.,5,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=2,fi,toimi ! aluksi olla yhteys ongelma mutta kun se selvitti toimia hyvin .,neutraali
Tulostin,"Hyvä hinta-laatusuhde, sopivan pieni ja näppärä.Helppo käyttää ja ottaa käyttöön.",5,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=2,fi,"tulostin hyvä hinta#laatu#suhde , sopia pieni ja näppärä . helppo käyttää ja ottaa käyttö .",positiivinen
Mailman huonoin tulostin,Ylivoimaisesti huonoin koskaan ostamani tulostin. Ylivoimaisesti huonoin koskaan ostamani tulostin. Ylivoimaisesti huonoin koskaan ostamani tulostin. Ylivoimaisesti huonoin koskaan ostamani tulostin. Ylivoimaisesti huonoin koskaan ostamani tulostin. Ylivoimaisesti huonoin koskaan ostamani tulostin.,1,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=2,fi,mailma huono tulostin yli#voimaisesti huono koskaan ostama tulostin . yli#voimaisesti huono koskaan ostama tulostin . yli#voimaisesti huono koskaan ostama tulostin . yli#voimaisesti huono koskaan ostama tulostin . yli#voimaisesti huono koskaan ostama tulostin . yli#voimaisesti huono koskaan ostama tulostin .,positiivinen
"Kohtuullisella rahalla,laatua ja toimivuutta.","HP Desk Jet 2820e All-in- One monitoimitulostin on edullinen, korkealaatuinen HP saran tuote sekä tulostusjälki on hyvä ja tasokasKIITOS!",5,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=2,fi,"kohtuullinen raha , laatu ja toimivuus . HP desk Jet 2820e all#in one monitoimi#tulosti olla edullinen , korkealaatuinen HP sarka tuote sekä tulos#tusjälki olla hyvä ja taso#kasKIIto !",positiivinen
HP tulostin,"Hyvä tulostin, yhdistämisessä aluksi ongelmia. Muuten hyvä ja toimiva tulostin",4,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=2,fi,"HP tulostin hyvä tulostin , yhdistäminen aluksi ongelma . muuten hyvä ja toimia tulostin",positiivinen
HP DeskJet 2820e All-in-One,"Tulostimen wifi toimii 2,4 GHz:n taajuudella. Jos reititin ja tietokone käyttää 5 GHz:n taajuutta niin toiminta todella vaikeaa ja hidasta. Välillä puolikkaita tulostuksia. Itse käytän USB-kaapelia jolloin tulostus varmempaa. Tulostusjälki ihan OK.",2,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=2,fi,"HP DeskJet 2820e All#in-One tulostin wifi toimia 2,4 GHz taajuus . jos reititti ja tieto#kone käyttää 5 GHz taajuus niin toiminta todella vaikea ja hita . välillä puolikas tulostus . itse käyttää USB#kaapeli jolloin tulostus varmimpa . tulos#tusjälki ihan ok.",positiivinen
Huonoin koskaan ostamani tulostin!,Heti alkuun oli hankaluuksia asentaan tulostin ja tulosteet olleet joko puolikkaita tai vajaita. Älkää osttako jos haluatte tulostaa.,1,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=2,fi,huonoin koskaan ostama tulostin ! heti alku olla hankaluus asenta tulostin ja tuloste olla joko puolikas tai vajaita . ei osttako jos haluta tulostaa .,positiivinen
Loistava ostos!,"Helppo asentaa, nopea tulostus, tulostuksen jälki erinomainen. Hinta super halpa! Suosittelen!",5,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=2,fi,"loistava ostos ! helppo asentaa , nopea tulostus , tulostus jälki erinomainen . hinta super halpa ! suositella !",positiivinen
HP DeskJet 2820e All-in-One -monitoimitulostin,Todella hyvä edullinen tulostin jonka käyttöön oli helppo.,5,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=2,fi,HP DeskJet 2820e All#in-One moni#toimi#tulosti tode hyvä edullinen tulostin joka käyttö olla helppo .,positiivinen
Tulostin,Hyvät on kokemukset tästä tulostimesta helppo asentaa ja hyvin toimii. Hyvä tulostus laatu kaikki toimii hyvin.,4,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=2,fi,tulostin hyvä olla kokemus tämä tulostin helppo asentaa ja hyvin toimia . hyvä tulostus laatu kaikki toimia hyvin .,positiivinen
Hyvä perustulostin,"Hyvin toimiva HP:n perustulostin, Wifi-tulostus plussaa.",4,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=2,fi,"hyvä perus#tulosti hyvin toimia HP perus#tulosti , Wifi#tulostus plussa .",positiivinen
Ahneuden perikuva,"HP yrittää niin kovasti estää tulostimensa käytön muiden valmistajien mustekaseteilla kuin omillaan, että se lopettaa kokonaan toimintansa havaitessaan vieraan valmistajan kasetin. Lisäksi käyttöönottovaiheessa pitää hyväksyä sitoutuvansa käyttämään vain HP:n kasetteja. Tässä tapauksessa toiminto oli niin huippuunsa viritetty että epäili omaa kasettiaan väärän valmistajan tekemäksi, eikä alkanut tulostaa. Menee palautukseen. En osta enää mitään tuotteita HP:ltä, liian ahne firma meikäläisen makuun.",1,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=3,fi,"ahneus perikuva HP yrittää niin kovasti estää tulos#timi käyttö muu valmistaja muste#kasete kuin oma , että se lopettaa kokonaan toiminta havaite vieras valmistaja kasetin . lisäksi käyttöönottovaihe pitää hyväksyä sitoutuva käyttää vain HP kasetti . tämä tapaus toiminto olla niin huippu virittää että epäillä oma kasetti väärä valmistaja tekemä , ei alkaa tulostaa . mennä palautus . ei osta enää mikään tuote HP , liian ahne firma meikäläinen maku .",negatiivinen
Hintansa väärti,"Aika uusi ostos vielä joten kaikkia toimintoja ei ole kokeiltu. Ok printtijälki tummissakin kuvissa, toimii hyvin mobiilitukiasemalla, täytyi asentaa uusi ohjelma läppäriin kun edellisen hp printterin ohjelmisto ei sovi tähän.",4,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=3,fi,"hintansa väärti aika uusi ostos vielä joten kaikki toiminto ei olla kokeiltu . ok printtijälki tumminen kuva , toimia hyvin mobiili#tuki#asema , täytyä asentaa uusi ohjelma läppäri kun edellinen hp printteri ohjelmisto ei sovi tämä .",positiivinen
Hyvä monitoimitulostin,Erittäin hyvä tulostin ja helppokäyttöinen. Myös plussaa wifi toiminto.,5,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=3,fi,hyvä monitoimi#tulosti erittäin hyvä tulostin ja helppo#käyttöinen . myös plussa wifi toiminto .,positiivinen
HPDeskJet 2820e,Simppelin kokoinen laite. Soveltuu hyvin pieniin tulostus määriin. Helppo asentaa. Hyvä hinta-laatu suhde.,4,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=3,fi,hrreske 2820e simppeli kokoinen laite . soveltuu hyvin pieniin tulostus määrä . helppo asentaa . hyvä hinta#laatu suhde .,positiivinen
Helppo ja kevyt tulostin,Helppo käyttöönotto puhelimella. Piti vaan asentaa ohjelmisto ja se neuvoi miten edetä. Tulostaa nopeasti ja siistiä jälkeä tulee.  Hyvä hinta/laatusuhde.,5,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=3,fi,helppo ja kevyt tulostin helppo käyttöönotto puhelin . pitää vaan asentaa ohjelmisto ja se neuvoa miten edetä . tulosta nopeasti ja siistiä jälkeä tulla . hyvä hinta / laatu#suhde .,positiivinen
Hp tulostin,Käyttöönotto haastavaa. Ohjeet vähän hankalat. Muuten näppärän näköinen vehje.,3,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=3,fi,hp tulostin käyttöönotto haastava . ohje vähän hankala . muuten näppärä näköinen vehje .,positiivinen
HP DeskJet 2820e All-in-One-monitoimitulostin,"Hyvä monitoimitulostin,helppo käyttöön otto ja kätevä käyttää,edullinen.",5,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=3,fi,"HP DeskJet 2820e All#in-One#monitulostin hyvä monitoimi#tulosti , helppo käyttö otto ja kätevä käyttää , edullinen .",positiivinen
Laitehankinnat,Olen aina ostanut HP-n tuotteita. Enkä sotke sekaisin eri merkkeihin,4,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=3,fi,laite#hankinta olla aina ostaa HP tuote . ei sotke sekaisin eri merkki,positiivinen
"Asennus ei onnistu, jos Mojave","Tämän piti toimia macissä, jossa käyttöjärjestelmänä macOS 10.14 Mojave. Aloitin asennuksen ohjeiden mukaan: App Storesta HP Smart for Desktop. Tällä sivulla jo luki ""Vaatii macOS 11.0 tai uudemman"". Kokeilin silti Päivitä-linkkiä. Tuli ilmoitus: Päivitystä ei voitu suorittaa loppuun. Kohdetta ”HP Smart” ei voida asentaa kohteeseen ”Macintosh HD”, koska tarvitaan macOS 11 tai uudempi.",1,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=3,fi,"asennus ei onnistua , jos mojave tämä pitää toimi mac , joka käyttö#järjestelmä macOS 10.14 mojave . aloitin asennus ohje mukaan : app storesta HP smart for desktop . tämä sivu jo lukea "" vaatii macOS 11.0 tai uusi "" . kokeilla silti Päivitä#linkki . tulla ilmoitus : päivitys ei voida suorittaa loppu . kohde ” HP smart ” ei voida asentaa kohde ” macintosh HD ” , koska tarvita macOS 11 tai uusi .",negatiivinen
Luotettava Superpikalaturi,Toimii aina lataa nopeasti ja varmasti. Toimii hyvin Galaxy S ja A sarjan kanssa.,5,https://www.verkkokauppa.com/fi/product/905140/Samsung-25W-USB-C-GaN-verkkovirtalaturi-musta/reviews?page=1,fi,luotettava super#pika#laturi toimi aina lata nopeasti ja varmasti . toimi hyvin galaxy S ja A sarja kanssa .,positiivinen
Samsung 25w laturi,Alkuperäinen laturi sanoi työsuhteensa irti.  Tämä on hyvä ja nopea laturi olen erittäin tyytyväinen.,5,https://www.verkkokauppa.com/fi/product/905140/Samsung-25W-USB-C-GaN-verkkovirtalaturi-musta/reviews?page=1,fi,Samsung 25w laturi alku#peräinen laturi sanoa työ#suhde irti . tämä olla hyvä ja nopea laturi olla erittäin tyytyväinen .,positiivinen
Samsung 25W USB-C GaN - verkkovirtalähde,Samsung 25W USB-C GaN - verkkolähde. Todella hyvä tuote toimii todella hyvin. 5/5👍Lataa puhelimen todella nopeasti.,5,https://www.verkkokauppa.com/fi/product/905140/Samsung-25W-USB-C-GaN-verkkovirtalaturi-musta/reviews?page=1,fi,Samsung 25W USB#C gan - verkko#virta#lähde Samsung 25W USB#C gan - verkko#lähde . tode hyvä tuote toimia todella hyvin . 5/5 lLata puhelin todella nopeasti .,positiivinen
Kätevä ja nopea.,Kätevä pieni laturi myös matkalle mukaan. Ajaa hyvin asiansa kun muistaa tuon laturiin sopivan liitäntä johdon napata ostoskoriin mukaan.,5,https://www.verkkokauppa.com/fi/product/905140/Samsung-25W-USB-C-GaN-verkkovirtalaturi-musta/reviews?page=1,fi,kätevä ja nopea . kätevä pieni laturi myös matka mukaan . ajaa hyvin asia kun muistaa tuo laturi sopia liitäntä johto napata ostos#kori mukaan .,positiivinen
Laturi,"laturi on todella hyvä.  laatu on erinomainen, kun olin siihen tottunut.",5,https://www.verkkokauppa.com/fi/product/905140/Samsung-25W-USB-C-GaN-verkkovirtalaturi-musta/reviews?page=1,fi,"laturi laturi olla todella hyvä . laatu olla erinomainen , kun olla se tottua .",positiivinen
Tuote-arvostelu,"Todella hyvä perus laturi, nopea lataus uudelle samsungille.",5,https://www.verkkokauppa.com/fi/product/905140/Samsung-25W-USB-C-GaN-verkkovirtalaturi-musta/reviews?page=1,fi,"Tuote#arvostelu tode hyvä perus laturi , nopea lataus uusi samsungi .",positiivinen
Laadukas samsung USB-C verkkovirtalaturi,Halusin  uuteen Samsung puhelimeen Samsungin valmistaman laturin. Hinta/laatusuhde loistava.,5,https://www.verkkokauppa.com/fi/product/905140/Samsung-25W-USB-C-GaN-verkkovirtalaturi-musta/reviews?page=1,fi,laadukas samsung USB#C verkko#virta#laturi haluta uusi Samsung puhelin samsunki valmistama laturi . hinta / laatu#suhde loistava .,positiivinen
Hyvä laturi,"Pieni kokoinen mutta hyvä laturi, eikä kuumena juurikaan käytössä",5,https://www.verkkokauppa.com/fi/product/905140/Samsung-25W-USB-C-GaN-verkkovirtalaturi-musta/reviews?page=1,fi,"hyvä laturi pieni kokoinen mutta hyvä laturi , ei kuumi juuri käyttö",positiivinen
Tehoa pienessä paketissa,"Hyvä ja nopea laturi, ei lämpene ja on sopivan pieni.",5,https://www.verkkokauppa.com/fi/product/905140/Samsung-25W-USB-C-GaN-verkkovirtalaturi-musta/reviews?page=1,fi,"teho pieni paketti hyvä ja nopea laturi , ei lämmen ja olla sopia pieni .",positiivinen
Tyytyväinen!,Erittäin hyvä tuote lataa nopeasti ja oli juuri sellainen kuin pitikin.,5,https://www.verkkokauppa.com/fi/product/905140/Samsung-25W-USB-C-GaN-verkkovirtalaturi-musta/reviews?page=1,fi,tyytyväinen ! erittäin hyvä tuote lata nopeasti ja olla juuri sellainen kuin pitikki .,positiivinen
Laturi,Tuote oli oikeanlainen.Se on helppokäyttöinen ja sopii kaapeliin,4,https://www.verkkokauppa.com/fi/product/905140/Samsung-25W-USB-C-GaN-verkkovirtalaturi-musta/reviews?page=1,fi,laturi tuote olla oikeanlainen . se olla helppo#käyttöinen ja sopia kaapeli,positiivinen
Ei yhteensopiva Sony Xperia 1 V:n kanssa,"Ostin tällaisen Sonyn puhelimelle, mutta pätkii latausta n. sekunnin välein. Jouduin ostamaan Sonyn originaali 30 W laturin lopulta.",4,https://www.verkkokauppa.com/fi/product/905140/Samsung-25W-USB-C-GaN-verkkovirtalaturi-musta/reviews?page=1,fi,"ei yhteen#sopiva Sony Xperia 1 V kanssa ostaa tällainen sony puhelin , mutta pätki lataus n. sekunti väli . joutua ostaa sony originaali 30 W laturi lopulta .",positiivinen
Laturi,Todella tehokas laturi. Puhelimen akku latautuu 100% noin tunnissa. Suosittelen ehdottomasti. Hyvä hinta-laatu suhde.,5,https://www.verkkokauppa.com/fi/product/905140/Samsung-25W-USB-C-GaN-verkkovirtalaturi-musta/reviews?page=1,fi,laturi tode tehokas laturi . puhelin akku latautuu 100 % noin tunti . suositella ehdottomasti . hyvä hinta#laatu suhde .,positiivinen
Hyvä laturi,"Mukavan pienikokoinen tehoisekseen, lataa puhelimen nopeasti. Latauskaapeli voisi tietysti olla valmiiksi mukana ettei sitä tarvitsisi tilata erikseen, tämän laturin kanssa kun ei kannata vanhaa pienempitehoisen laturin piuhaa käyttää.",5,https://www.verkkokauppa.com/fi/product/905140/Samsung-25W-USB-C-GaN-verkkovirtalaturi-musta/reviews?page=1,fi,"hyvä laturi mukava pieni#kokoinen tehoinen , lata puhelin nopeasti . lataus#kaapeli voida tietysti olla valmis mukana että ei se tarvita tilata erikseen , tämä laturi kanssa kun ei kannattaa vanha pieni#tehpi#tehoinen laturi piuha käyttää .",positiivinen
